,text
1550,Gunter draws a knife.
1551,Gumbald says It's Gum War!
1552,"Outside a very tall Tree Fort, Shermy and Beth are lying on the grass and beatboxing."
1553,"Shermy says Haha, you're doing it wrong. Like this. beatboxes"
1554,"Beth says blows raspberry Shermy, this is silly as heck. Beatboxing is for babies."
1555,"Shermy says robotic voice No, it's not. I am a man."
1556,"Beth says I don't know about that, but you should start thinking about your future."
1557,Shermy fakes a heart attack and falls on his back into the grass.
1558,"Shermy says What about you, Princess Zip? What are your goals?"
1559,Princess Zip says Speaks alien language
1560,Shermy says Ha! Princess Zip's got a one-track mind!
1561,The ground starts to shake. A Prize Ball Guardian is seen in the distance guarded by a futuristic flying Banana Guard.
1562,Shermy says Prize Ball Guardian's back!
1563,"Princess Zip flies away in a hurry, shooting off into the distance, akin to a rocket."
1564,Shermy says Let's get 'em!
1565,Shermy and Beth run closer to the Prize Ball Guardian.
1566,Shermy says Get that boulder!
1567,Beth teleports the boulder closer to them using her bellybutton.
1568,Shermy says Hup! Whap!
1569,Shermy ties a rope between the boulder and a tree.
1570,Shermy says Ha! Here it comes!
1571,"The Prize Ball Guardian walks between the tree and the boulder. Its foot gets stuck for a second, but the rope becomes untied and the Prize Ball Guardian keeps on walking."
1572,Shermy says laughs Boy! My knots suck!
1573,"The flying Banana Guard, grasping its weapon, turns around and faces Shermy."
1574,"Shermy says Yeah, I see you."
1575,"Beth says Hey, Sherm, you see this?"
1576,Shermy says Nope.
1577,Beth says It looks like the Guardian scuffed something up.
1578,In the footprint left by the Prize Ball Guardian is an old metal prosthetic arm.
1579,Shermy says Ohhh! picking it up Whoa!
1580,"Beth says It's beautiful! Let's take it home, and I'll learn about it with my brain."
1581,Shermy says You and your brain!
1582,Scene cuts to Shermy and Beth walking into a cave and entering their house.
1583,"Shermy says Singing ♪ ""On a tropical island, on a tropical island..."" ♪"
1584,"Shermy says It looks so old, Beth! Whose do you think it is... or was?"
1585,Beth says There's no markings on it or anything. I think we should find the King of Ooo and ask him.
1586,"Shermy says What? Beth, the King of Ooo is just a myth... Come on, Beth!"
1587,"Beth says That's what I thought, too, but I was doing some research at the library–"
1588,Shermy says Nooooo! Not the library! You can't make me!
1589,"Beth says Shermy, I have the book here. Already checked it out."
1590,Shermy says Oh.
1591,Beth says He's supposed to have lived in a cave at the top of Mount Cragdor.
1592,Shermy says Really?
1593,Beth says Uh-huh... He's supposed to have lived forever.
1594,Scene cuts to Shermy and Beth walking up a mountain.
1595,"Shermy says Come on, Beth! Come on, come on, come on!"
1596,"Shermy jumps into Beth's bellybutton, teleporting him farther up the path."
1597,"Shermy says Come on, Beth! Come on, come on, come on!"
1598,They reach the top of the mountain.
1599,Shermy says I did it. I found him! The King of Ooo.
1600,"BMO says Welcome, friends, I've been expecting you. Because of my proximity radar. Hehehe... Come on inside."
1601,"Shermy says Wow! King of Ooo, you must be rich!"
1602,"BMO says Yeah, that's me alright."
1603,BMO says I'm sure you are very thirsty after your journ...something shatters in the room
1604,Shermy says Whoops...
1605,Shermy says This place is wild. Shermy runs into AMO's old body Huh? This is crazy!
1606,BMO says Please be careful with...something snaps in the room
1607,"Beth says Sorry, sir... My big feet."
1608,"Shermy says Hey, Beth, look. I'm a princess, too more things fall and break"
1609,Beth says Shermy...
1610,Shermy says I-I think it's okay... BMO leaves the scene slowly
1611,Beth says Be careful... This stuff isn't ours. Woops. Oh... a door cracks open and the wintery wind flows into the room
1612,"BMO says Well, goodbye!"
1613,"Beth says Oh, no, no..."
1614,BMO says Have fun on the other side of this door.
1615,Beth says But... We came here to ask about something.
1616,"BMO says No, don't worry about it. Please leav... Beth touches BMO's head with Finn's bionic arm"
1617,Beth says BMO takes his crown and fake beard out and picks the arm up Do you recognize it?
1618,BMO says Yeah... It belonged to my best friend. Fred!
1619,Shermy says Fred!
1620,"BMO says No... Not Fred... His name was, Phil! He was an amazing hero, and he was there at the end."
1621,BMO says Do you know about The Great Gumwar?
1622,Shermy says Mnm-mnm.
1623,"BMO says Well, get ready to have your hair blown back!"
1624,"Flashback to Finn and Jake, sitting atop of a cliff. Finn stares at King man, Betty and Maja who are on top of a flying carpet."
1625,"Finn says Hey, there it is again! It's close."
1626,Jake says Let me see!
1627,"Finn says Watching through binoculars It looks like Normal Man, Betty, and... enhancing Maja?"
1628,Jake says trying to get the binocular Come on!
1629,"Finn says Hey, just-"
1630,"Jake says Let me- grunts, sees through binocular Maja's got smoke coming off her."
1631,Finn says You think they're with the Gumbaldians?
1632,"Jake says I don't know, but they're flippin' freakin' me out. Normal Man, Betty, and Maja disappear. Guess we better tell PB, huh?"
1633,"Finn says Sighs Yeah, I guess."
1634,"Jake says Hey man, don't even worry about all this war stuff. I know we'll find a way to fix this thing. Come on! You'll see. Stretches, taking Finn and heading toward the Candy Kingdom."
1635,"BMO narrating says And so the Princess was mother to her own uncle, and that made him mad. But she had friends, and he had friends, so they decided to have a bad fight - the biggest fight that Ooo had ever seen."
1636,"Princess Bubblegum says Then it's settled. At the stroke of high noon, when the sun is at its most zenith-est, Banana Battalions three and four will initiate operation ""Shut the Door"", forming a pincer formation around Gumbald's exposed nether legions, isolating his rear and -"
1637,"Duke of Nuts says Um, excuse me? Excuse me. Princess, if I may. I think I have a plan that'll put an end to all this tonight. I just need a Bowie knife, a snowmobile, a parachute,  rubber gloves, and, uh... interrupted by Lemongrab"
1638,"Lemongrab says Grunts Terrible, mm! Terrible plan!... Mm! No!"
1639,"Duke of Nuts says But, but my -"
1640,Lemongrab says My plan! Hot air balloon!
1641,"Princess Bubblegum says Hey! Now's not the time. Unless we win this fight today, we all get to take a nice Pep-Butt-style sponge bath in Uncle Gumbald's extra-strength lobotomy sauce, understand? Peppermint Butler, now a baby, stumbles in front of her and falls off the table."
1642,Lemongrab says No.
1643,Duke of Nuts says Not really.
1644,"Princess Bubblegum says Well I do, so we're doing this my way. Now-"
1645,"Finn says Um, PB?"
1646,"Princess Bubblegum says Finn, you're back. How goes the scouting?"
1647,Finn says Um-
1648,"Jake says We saw Normal Man and Betty flying around with Maja, and they were chanting."
1649,"Princess Bubblegum says Hmm, very peculiar."
1650,"Finn says Hey, maybe this is, like, a bad omen. Like, to see the King of Mars, um, up among the stars? It's like a bad omen, and you should call off the battle. I think I heard that somewhere..."
1651,"Some beeps catch Finn and Princess Bubblegum's attention. A cake person, outside their tent, is spying them with a camera."
1652,Camera says Low battery. Please connect to power...
1653,"Huntress Wizard shoots an arrow near the cake person, and she grunts to him."
1654,Cake Person says Gasps Long live Gumbaldia!
1655,"The cake person runs away and Huntress Wizard chases after him. Soon, the cake person shrieks, terrifying Finn."
1656,"Princess Bubblegum says Stonk! That dang Gumbald just peeped all my tactics! Grunts, smashing the camera He's left me no choice. The attack begins now."
1657,"Cut to the tent where Gumbald, who is watching the recording, and his allies are."
1658,Princess Bubblegum in video says Stonk! That dang Gumbald just peeped all my tactics! Video is paused
1659,"Gumbald says Well, that settles it then. If we know, and she knows, and we know she knows we know - which we do - then we know we have no choice. We must strike now. Ladies and gentlemen, to war!"
1660,"It's dawn and Banana Guards are hurrying to the battlefield. Marceline descends from top and levitates in front of Princess Bubblegum, who is testing her war horn while walking, not noticed. She bumps into Marceline's feet, and she looks up at Marceline"
1661,Marceline says A word?
1662,"Princess Bubblegum says All right, just make it quick. ...Please."
1663,"Marceline says Well, I know you're under a lot of pressure here, but I... I just wanna ask you to reconsider. I mean, I don't like to flaunt my suffering cred, but I've lived through something like this once before, and... cut to a flashback of child Marceline picking Hambo during the Mushroom War, facing some burning buildings I'm just not really tryin' to help start that all up again."
1664,"Princess Bubblegum says I understand, Marceline, I really do. But I just can't see another way out of this. Look, I've gotta go. walking away Let's talk more when this is all over. Wish me luck, okay?"
1665,Marceline says Good luck!
1666,"Jake says to Finn What if PB's right about this? Maybe she'll just go whup Gumbald's rear, and then things'll go back to normal."
1667,"Finn says Nah, man, she's wrong. This is all wrong. Even if she wins now, this is never gonna end; I can feel it. It's like the whole world's going crazy, man, like we're living in, one, big... turns around and checking his pack"
1668,Jake says Finn?
1669,Finn says takes out the Nightmare Juice given by Nightmare Princess... one big nightmare.
1670,Sun rises; cuts to the troop of Banana Guards with Lumpy Space Princess before them.
1671,Lumpy Space Princess says Here we go.
1672,Colonel Candy Corn says Watches Huntress Wizard as a bird form flying; turns back War! War! War! War! War! War!
1673,"Princess Bubblegum says Banana Guard 500s, you're on!"
1674,"A nearby wooden crate collapses, revealing an armed and advanced Banana Guard inside."
1675,"Banana Guard 500 says Up we go. Ascends with a rocket, so do more Banana Guard 500s. In position, ma'am. Code name, ""Father's Brother"", appears testy."
1676,"Gumbald says laughs inside The Cake More bananas!? You're weird, Bubblegum! walks back to the panel behind; to a cake person You! Give me your lunch. Got a banana in here? finds a lemon Is this a banana? Hey, niece!"
1677,"Gumbald tosses the lemon to the ground, blasting it with a giant laser beam with a candle, while other cake people around runs away before then when spotting this. Seeing this, Lemongrab, next to Princess Bubblegum, writes a note and pass it her."
1678,"Princess Bubblegum says Yes? reads the note, reading ""UN-MAKE ME"", ""L."" Groans and then steps on some banana guards I'm doing it! I'm soundin' the war horn! War horn blares"
1679,Finn says Wait!
1680,"Princess Bubblegum says What!? The horn stops. Dang it, Finn!"
1681,"Finn says PB! He sees that you're serious! Maybe he'll back down now. Please listen to me! We've been friends for a long time. in her's view, a montage of Shoko, with her robot arm, is shown."
1682,"Princess Bubblegum says frowns Okay, Finn. We'll give him one last chance."
1683,The Cake walks a few steps towards and stops.
1684,"Gumbald says What? with a telescope, seeing Princess Bubblegum, Jake, and Finn, who is waving with his hat. Come on."
1685,Finn says Here they come!
1686,Gumbald says Hurry this up. I want a war.
1687,"Finn says Hey, Fern."
1688,"The Green Knight, with his grass armor popples, gives no response."
1689,"Princess Bubblegum says Uncle Gumbald, I demand that you de-escalate your forces now."
1690,"Gumbald says Chuckles Listen to yourself. You're a toddler, Bonnibel."
1691,Princess Bubblegum says Gasps SURRENDER OR DIE!
1692,Gumbald says No!
1693,Jake says That's my cue!
1694,Princess Bubblegum says What?
1695,Jake says Hya-pow! Hops and throw the Nightmare Juice to the ground.
1696,"The bottle shatters, and a light purple fog is unleashed, surrounding them and making them unconscious."
1697,Lumpy Space Princess says Screams They're dead! They're actually dead!
1698,Cut to the unconscious world.
1699,"BMO narrating says And so they were dead. ...No, not dead."
1700,Princess Bubblegum says What is this place? Finn?
1701,"Finn says Last resort! Sorry, PB, but you were acting like total nuts out there. Now you guys have to hash this out in the unconscious world."
1702,Gumbald says This is... a dream?
1703,"Jake says Yeah, man. You can basically do anything in dreams."
1704,"Jake closes his eyes and a sandwich pops up in his right hand, and he starts to eat it. Seeing this, the Green Knight turns back into Fern."
1705,"Gumbald says Sneak attack! brings a mace into existense; Fern does too If we destroy them here, maybe they'll die in the real world."
1706,Princess Bubblegum says Psst! Not if I destroy you first!
1707,"Finn says No! We need love, not war!"
1708,"Princess Bubblegum says Good idea. creates a pink bazooka Love bazooka! Put down your weapons, or I'll bazooka you!"
1709,Gumbald says No!
1710,"A nearby pot shakes and a singing poodle comes out, confusing Gumbald, Fern, and Princess Bubblegum."
1711,Finn says Thank goodness for a singing pot beast to de-escalate the situation.
1712,"The poodle explodes into colorful light, birds and flowers, blinding the rest of people except Gumbald, who starts to run away."
1713,"Jake says Oh, this sandwich is way too much for me. Jermaine always liked splitting sandwiches."
1714,"Jermaine says Comes into existence, taking a bite of the sandwich. Mmm! Thanks, bro."
1715,Gumbald says I'm gonna figure out how to wake myself up and take my revenge on you sleeping chumps!
1716,Fern says You're leaving me?
1717,"Gumbald says You're on your own, kid. Disappears in a chimney."
1718,"Overwhelmed by being abandoned, Fern, staring forward, grows roots to the ground."
1719,"Princess Bubblegum says He's rooting into the ground. Ready, aim..."
1720,"Finn says No! Shoves away the bazooka, which blasts a hole on the wall. You're supposed to be having some kind of epiphany!"
1721,Princess Bubblegum says Lets go of the bazooka. Here's my epiphany says you've gone rogue on me! I'm outtie five thou! Flies away through the hole.
1722,"Finn says Fern! Grunts Come on! Snap out of it, man! More vines grows around Fern. Aah!"
1723,Fern says I don't need your help. Swishes the Grass Sword while a green cocoon wraps him up.
1724,Finn says Jake? Help me!
1725,"Jake says I want to help you, suddenly wearing a waiter suit but I can't lose this job."
1726,"Jermaine says Snaps finger twice Waiter! Oh, waiter!"
1727,Finn says Dude...
1728,"Fern's cocoon breaks, Fern, now a pterodactyl-like monster, screeches and flies into the sky."
1729,"Fern says I'm going to fly around, and wreck things, until I feel better! Or until I tire myself out."
1730,Finn says Peaceful thoughts... Turns himself into a small blue butterfly; flies towards Fern Fern!
1731,"Jermaine says It all looks so good. Fern screeches at Jake and Jermaine, who notices him What's up with that bird? Why are you looking at me, bird? Fern dives in front of them, flying away, with Finn chasing him. Bad bird!"
1732,Jake says Looking Fern trying to fight Finn; sighs Everybody gets an evil doppelganger but me.
1733,Jermaine says I'll be your evil doppelganger!
1734,"Jake says Jermaine, you're the best! Laughs and hugs Jermaine."
1735,Jake and Jermaine run around happily; the scene changing into Princess Bubblegum chasing  a laughing Gumbald.
1736,"Princess Bubblegum says Enough, Gumbald! Both diving into the mouth of a nightmarish Gumball Guardian."
1737,"Gumbald says To a Sandwich Person Pinch me, I want to wake up!"
1738,Princess Bubblegum says Gumbald! We're ending this here.
1739,Gumbald says So be it.
1740,"Both Princess Bubblegum and Gumbald create a toothbrush, engaging in a duel; as they stops, both of them shocks glitchily. Cuts to Finn comforting Fern, who is still screeching."
1741,"Finn says If you could just calm down and be cool, it would be a great thing that there's two of us."
1742,"Fern loses his balance and starts to fall, turning back to original form and screaming, and Finn also turns back and fetches Fern on the ground."
1743,Fern says Why don't you just fight me like a real butterfly!?
1744,Finn says We're two sides of the same coin!
1745,Fern says You'll never understand what it's like to be me. I'm TORMENTED!
1746,Finn says I'm ALSO that sometimes!
1747,"Fern says Prove it, or I'll never stop fighting you."
1748,"Jermaine says Laughs with Jake, and then notices Finn and Fern Oh geez, how's he gonna do that?"
1749,"Jake says Hmm? Notices a Finn-shaped door appears on the wall Finn, we'll be right back."
1750,Finn says Okay- ah! tackled by Fern
1751,"Jake and Jermaine laugh and pass the door together. The screen goes black for few seconds and cuts to a nightmarish Gumbald's Cabin in night, with Princess Bubblegum and Gumbald randomly switching identity with each other."
1752,"Princess Bubblegum says Holding a flask of Dum Dum Juice Come on, little gum. Don't run away from happiness! I'm gonna fix you!"
1753,"Gumbald says No, no, no!"
1754,"Princess Bubblegum says Just ONE drop. Drip a drop, I drip a drop. Not gonna stop, till I drip a drop."
1755,Gumbald says Hmm? blows a bubble containing a pea shooting taser
1756,"Princess Bubblegum says Laughs Drip, drip! The flask is broken by Gumbald, shattered, splashing the juice over her body. She gasps. The juice! NOOOO!... Engulfed by a pink smoke and turned into a pink candy person; chuckles ...Wuh-what?"
1757,Gumbald says picks up Princess Bubblegum's crown and puts it on Call me... princess.
1758,Candy Bonnibel seems not amused. The scene converts through a giant eye on the wall.
1759,Jermaine says What are we looking for?
1760,"Jake says Mm, I can't quite picture it. But I'm pretty sure Finn buried it here."
1761,Jermaine says ... In the underground balloon mall. Remember how much balloon animals used to cheer Finn up?
1762,Jake says Yeah...
1763,"Lady Rainicorn says 그래. ""Yeah."""
1764,Jake says confused Huh?
1765,"Lady, now as Jake's arms, is with him on the planet Ni'Rah, looking Jake."
1766,"Jake says Uh, Lady, where's Jermaine?"
1767,"Lady Rainicorn says 쉿. ""Shh."" leads Jake to a red, hexagonal portal. 이런 어두운 지하굴에서는 살살 걸어야 돼. ""You have to walk carefully in a dark cave like this."""
1768,"The portal opens, zooming to a small carton house with Jake's five pups sleeping inside."
1769,"Jake says Aww, sleepy puppies."
1770,"The pups wake up, staring Jake with blank, black eyes."
1771,Jake says Yee! Steps back in horror
1772,"The pups ascend and turn into vampires, hissing."
1773,Jake says And I'm done!
1774,"Lady Rainicorn says 걱정하지 마, 제이크! 내가 처치할게! ""Don't worry, Jake! I got this!"""
1775,Jake says What? Oof! dragged by Lady and falls down; gasps
1776,"Lady is cooking Charlie, Viola, and Jake Jr. alive, with Kim Kil Whan as a hot dog and T.V. having a tomato stuck into his mouth."
1777,"Charlie says in a distorted voice Your farts aren't funny, dad!"
1778,"Jake says NOOOOOO!!! collapses and weeps on the ground, while his body detaches with Lady, with his rear sniffing around, digging into a rug. Huh? Oh dang! Finn's vault is found underground. Is that... Finn's vault? suddenly, a giant fog of fart erupts from his rear Aargh! Nightmare fart!"
1779,"Candy Bonnibel opens her eyes, and Gumbald, now a princess, stands and ascends on a quickly growing Candy Tree. In a few seconds, Bonnibel can see the whole process of Gumbald's kingdom developing into a flourishing society, pretty identical to the Candy Kingdom."
1780,Candy Bonnibel says Thinking It's beautiful...
1781,"Candy Bonnibel stands in a street, still watching. A silhouette of Gumbald emerges, and the whole candy castle starts to melt down into pile of sticky waste, terrifies Candy People around."
1782,"Gumbald says No! Oh, why didn't I build an armature?"
1783,"Candy Bonnibel says Grunts and struggles to reach Gumbald; thinking I can help you, Princess! Just listen to this! Inhales; in a childish voice Watch me do my tiny taffy dance! She fails to do what she intended and dances, sobbing in a smiley face"
1784,"Gumbald is entertained by the dance and laughs, but then he cries bitterly to the candy ruins and also melts. The light goes out."
1785,"Fern, as a green bear, growls at Finn."
1786,"Finn says Fern, come on! I'm not fighting you."
1787,Finn turns into a blue bear to resist Fern's attack. Suddenly they stop and sniff.
1788,"Finn &amp; Fern says Oh, what reeks?"
1789,"Jake says Repressed memories! Brings the vault from the portal. A note on it reads ""THIS VAULT BELONGS TO FINN AND FERN"""
1790,Finn &amp; Fern says My vault!?
1791,Jake says Proof! Opens the vault.
1792,"Some ghostly, glowing, green figure of their fears come out; Finn and Fern scream. As the figure becomes clear, they are a mix between Grass Demon with Martin Mertens, Princess Bubblegum, Susan Strong, and The Lich, in green flames."
1793,Finn says See? this is our shared torment!
1794,The fears start to fly around like ghosts; Finn and Fern scream again as they revert to their humanoid form.
1795,"Fern says Dude, I blocked this stuff out for a reason!"
1796,"Finn says Speaks painfully Well, now you know how I feel about knowing how you feel about!"
1797,"Fern says Speaks painfully Okay, okay! Just make it stop!"
1798,Finn says We gotta confront them head on!
1799,"The fears retreat back into the vault. Inside, it goes dark again. A pair of blue round lights rotates and disappear; next, a silhouette of a trapped Finn with Grass Demon briefly appears; and finally, the eyes of the Grass Demon glow. Finn and Fern gasp."
1800,Finn says Fern. This is why I brought us here. We can defeat him together.
1801,Fern nods and they both jump into the vault.
1802,Princess Bubblegum's voice In Finn's head says No fear.
1803,"Finn opens his eyes, seeing the Past Finn, in coma, suspended in the air by the web created by Grass Demon, which is now seizing him. Finn climbs up, pulling off the Grass Demon by force and falling to the ground."
1804,Finn says So you're the nasty grass wad that's been holding my Finn boy hostage.
1805,"Grass Demon says Without me, he's got no body. So back off. aims his rear at Finn"
1806,Finn says You sicken me.
1807,"Grass Demon shakes his tentacles, trying to escape, but he is held by Finn and then pierced by Past Finn with a chair. Two Finns high-five. Grass Demon dies and the whole grassy realm decomposes."
1808,"The singing poodle flies in the sky, holding a snake in the mouth and turning back his true form says the Cosmic Owl. Finn and Past Finn, who is without a shirt, are sitting on a small island"
1809,Past Finn says I'm me again. It feels like it's been years.
1810,"A small whale emerges, spit out mini Princess Bubblegum and Gumbald. Princess Bubblegum touches Past Finn's finger, but his finger start to slowly disintegrate. She gasps."
1811,Past Finn says He was right. I've got no body.
1812,"Jake says Ah, don't worry. It's just a dream!"
1813,"Back to the reality, it turns out the whole nightmare takes place within seconds."
1814,"Lumpy Space Princess says Screams They're dead! They're actually dead! They all wake up, and the Green Knight turns back to Fern for real. Never mind! They're okay!"
1815,Finn says Fern! You really are disintegrating!
1816,Jake says My bad.
1817,"Gumbald says Bonnie, I..."
1818,"Princess Bubblegum says I'm so sorry for what I put you through for all those centuries. The Candy Kingdom was your dream, and I took it from you."
1819,"Gumbald says Bonnie, that means so much to me. Come. From now on, we'll live in peace. He walks forward but is tripped by Lolly. The flask of Dum Dum Juice breaks, and as he takes it out, it shatters in his face. Drat."
1820,Princess Bubblegum says WHAT?!
1821,"Gumbald reverts back to the Punch Bowl again, laughing stupidly and running away."
1822,Lolly says He never was the epiphany type. But I am willing to let bygones be bygones.
1823,"Princess Bubblegum says Very well. Two Candy Kingdoms, it is!"
1824,People from Both Sides says Hurray!
1825,"BMO narrating says And so, in the end, they decided not to have the big fight."
1826,"Beth says Oh! So you meant, like, the end of the war. I thought you meant like the end of the world."
1827,"BMO says No, no, no. That happened next."
1828,"Lumpy Space Princess says So I guess everyone's just going home, huh?"
1829,Jake says Yep.
1830,"A hole appears in sky, throwing King Man, in flames, to the ground."
1831,King Man says We donked up for real. faints
1832,Everyone looks up and the hole enlarges. GOLB emerges and slowly descends.
1833,Finn says Jake... what am I lookin' at?
1834,"Jake says Uh... we saved the day. So, maybe that big baby's here to give us presents for doing a good job?"
1835,Dark clouds cover up the sky of Land of Ooo.
1836,"Fern says Okay, I'm not an expert, but this seems bad."
1837,"Flame Princess says You ain't kiddin', shrubs."
1838,Lumpy Space Princess says Oh - no - ! takes a GOLB selfie
1839,Marceline says Bonnie! What did you do?!
1840,Princess Bubblegum says It wasn't me!
1841,"Ice King says To Bandit Princess It's been real cool being in this rogue's gallery with you. Me and Gunter were gonna go, uh... sees GOLB Oh... my... flashback to Simon reading a page about GOLB in the Enchiridion GOLB!"
1842,"Simon Petrikov says Look, Betty. I keep seeing reference to this mysterious entity that embodies chaos."
1843,"Betty Grof says That's great! Come on, let's make sundaes."
1844,Simon says GOLB would say ice cream is without meaning. Just empty calories devoid of purpose.
1845,Betty says Good thing he isn't here then.
1846,Simon says Pours chocolate syrup on his sundae His presence is felt in every crevice where chaos lurks. Imagine if we could somehow harness all that dank energy...!
1847,Betty says Hey! You want some cherries with that chocolate syrup?
1848,Simon says Now there is too much chocolate syrup on the sundae Oh! Chuckles Sure.
1849,Betty says Catch! Throws the jar to Simon.
1850,Simon and Betty are on a rushing ambulance.
1851,Simon says Have you thought about using sliced almonds for the sundaes? Flashback ends
1852,Ice King says Shakes his head ...I don't know who that is!
1853,"GOLB growls in a silent, deep voice. His mouth creates some glowing spiritual tentacles, which capture some Cake people to forge a screeching blue demon."
1854,Lolly says Don't let it touch you!
1855,The demon captures some more Cake people with his tongue.
1856,"Candy Person says No, I'm a loner!"
1857,"Marceline says Peebs, this is the worst thing ever! If somebody doesn't stop this, it could be the end of Ooo!"
1858,GOLB inhales.
1859,"Princess Bubblegum says You're right, Marceline. I gotta do something! runs and steps on a nearby rock Banana guards!"
1860,"Banana Guard says Uh, no."
1861,"Princess Bubblegum says Obey my command! Flee for your lives! If you fight, the demon will just add you to its mass!"
1862,Banana Guard says Can we flee in a panic?
1863,Princess Bubblegum says Yes!
1864,"All the Banana Guards run away in disorder, screaming."
1865,"Finn says FYI, Princess, I'm not going anywhere!"
1866,Jake says Comes out under Finn's hat I'm also staying.
1867,"Princess Bubblegum says Thanks, guys."
1868,"Marceline says I'm in, too. This is a war I have to fight. We all have to."
1869,Fern says Me too! I'll defend Ooo down to my last blade. Summons the Grass Sword
1870,Princess Bubblegum says Gumball guardians!
1871,"Gumball Guardians says Yes, mom?"
1872,Princess Bubblegum says Stop that monster!
1873,Gumball Guardians says Okay. Stride forward and keep the demon from getting closer Containing enemy! The demon's chest break and some gooey content comes out. Gross.
1874,"Lolly says To The Cake Cake, pick me up! enters the head of The Cake My friends! It is time to set aside past differences! We must join the fight! But the Gumbaldian troops run away in horror. Hmm! Forwards! Zaps the monster with laser."
1875,"Finn says Normal Man! Come on, wake up!"
1876,King Man says Wakes up and gasps; looks around Is that Ice King?
1877,"Finn says How do we stop these guys? King Man just runs straight to Ice King. Come on, Jake."
1878,Jake says Turns into a horse for Finn to ride H-H-H-Horse!
1879,Gumball Guardian #1 says Ugh! My balance!
1880,"Jake says War is the worst, dude!"
1881,"Right after Jake runs away, a Gumball Guardian falls backwards and his head cracks, but still able to kick the demon away from him."
1882,"Gumball Guardian #1 says Groans Sorry, mom... His head finally breaks."
1883,Princess Bubblegum says My guardian!
1884,King Man says Ice King! Ice King!
1885,Ice King says What's up?
1886,Jake says Finn and Jake join them. Ho-ho-ho.
1887,Finn says How do I stop this! Shoved away by King Man What?
1888,"King Man says You are the only one who can stop this! Betty's up there, trying to harness the power of GOLB! We have to snap her out of that trance and banish GOLB, or we're all doomed! If anyone can do it, it's you."
1889,"Ice King says Sounds great! Im'a save the world! Flies up with King Man, Finn and Jake."
1890,Gumball Guardian #2 says Presses down the demon to the ground with The Cake Enemy threat restrained.
1891,Princess Bubblegum says They got him!
1892,"Gumball Guardian #2 says Distracted Awaiting orders. Attacked by the monster; starts to glow because of the infection Help me, mom. I'm turning nasty..."
1893,The Gumball Guardian is turning into another GOLB's demon.
1894,"Banana Guards says Princess, we came back to help! Captured by the Gumball Guardian Eee! Help us, princess!"
1895,Princess Bubblegum says Ugh! Blasts candies to him
1896,"The Gumball Guardian creates a flock of monstrous birds, which starts to chase Ice King."
1897,Ice King says Evil penguins!
1898,"Jake says Don't worry, guys! Jumps off"
1899,Finn says Jake!
1900,"Jake says I believe in you, Ice King! Contains the birds with his body but soon overwhelmed Aah! I didn't think this through!... Jake pops and the birds fly away."
1901,LSP says So this is it. To Lemongrab Oh tender lad! I give you the parting gift of my lips.
1902,Lemongrab says I find your proposal... Groans ...ACCEPTABLE!
1903,“they kiss and then LSP’s face shrinks backwards. Lemongrab screams
1904,LSP says You're welcome.
1905,Finn says Betty! You have to stop this!
1906,"King Man says Go ahead. Talk to her, IK."
1907,"Ice King says Who? Sees Magic Betty Oh, it's weird lady! Hey, lady. ...I'm diggin' your primitive dance style!"
1908,"King Man says No! You're supposed to stop her, not encourage her! You gotta dig deep inside and find those magical words to shake her outta that trance! Get personal and emotional!"
1909,Ice King says Personal? Emotional? Oh! Just like a fan-fic!
1910,King Man says No!...
1911,"Ice King starts to recite the verses of ""Oh, Fionna"", eventually allowing himself to enter Betty's Imagination Zone as Simon."
1912,"Ice King says ""I feel like nothing was real until I met you. I feel like we connect. And I really get you. If I said 'You're a beautiful girl, echoing, now as Simon would it upset you? The way you look tonight, silhouetted, I'll never forget it."""
1913,Betty says Simon...
1914,"Ice King says  ♪ Oh, oh, singing in a crackling voice; back to the reality Fionna!... Your fist has touched my heart... ♪"
1915,Betty says What... You're trying to stop me!? Pushes Ice King away When I'm this close to harnessing the most powerful force in the universe and finally saving you!?
1916,"Ice King says Yeah, I guess. ...Right, Finn?"
1917,"Angered, Betty inhales and lets out a long, enraged scream out of annoyance. Her extreme temper flows to Maja through some glowing wires; Maja wakes up and gasps."
1918,Betty says Frigntened Emotional super-charge! Stands before Ice King
1919,Maja says Finally! My time - Explodes
1920,"The explosion blasts Ice King and Betty right into the mouth of GOLB, which takes them in with its tongue."
1921,Ice King says Ice King!
1922,"Finn jumps on the carpet and follows them in. Just then, GOLB's mouth shuts and its teeth cut off Finn's bionic arm, which falls to the ground."
1923,"Flame Princess says Attacks the Gumball Guardian with flames Burn, burn, burn! PB, get me some backup! Ugh! Slapped away; screams and thrown to a cliff Ugh!"
1924,Princess Bubblegum says It's headed this way!
1925,"Fern says I'll take down this beast! Fern's way! Attacks the demon with a giant spiky arm, but then smashed away by it."
1926,"Princess Bubblegum says Screams Fern! Tries to resist the demon by blasting candies No, no, no, no, no! NO!!! Crushed"
1927,Marceline says Bonnie!
1928,"Marceline hisses and transforms into a dark, cloudy vampire monster, roaring. While Princess Bubblegum is actually shielded, Marceline smashes the demon into pieces."
1929,Cake Person shattered says Thanks.
1930,Princess Bubblegum says Marcy?...
1931,Marceline says Stops panting You're okay!
1932,Princess Bubblegum says My armor has an emergency - hugged by Marceline
1933,Marceline says You scared me.
1934,Princess Bubblegum says What?
